epoch,step,test_loss,test_mae,train_loss,train_mae_epoch,train_mae_step,valid_loss,valid_mae
16,458,,,1787.3837890625,29.98929786682129,,,
17,485,,,,,,1238.430908203125,24.95545196533203
17,485,,,1745.91552734375,30.399744033813477,,,
18,499,,,,,28.59008026123047,,
18,512,,,,,,1236.7364501953125,24.895030975341797
18,512,,,1797.22314453125,30.409719467163086,,,
19,539,,,,,,1234.454345703125,24.96603012084961
19,539,,,1768.0242919921875,30.25940704345703,,,
20,549,,,,,24.648990631103516,,
20,566,,,,,,1236.4642333984375,24.987098693847656
20,566,,,1699.2303466796875,29.573314666748047,,,
21,593,,,,,,1229.9368896484375,24.903032302856445
21,593,,,1745.6185302734375,29.985902786254883,,,
22,599,,,,,21.28289031982422,,
22,620,,,,,,1234.2115478515625,24.904035568237305
22,620,,,1823.6002197265625,30.651851654052734,,,
23,647,,,,,,1236.671875,24.96200942993164
23,647,,,1707.6370849609375,29.670001983642578,,,
24,649,,,,,30.161781311035156,,
24,674,,,,,,1238.8165283203125,24.816747665405273
24,674,,,1838.4644775390625,30.907041549682617,,,
25,699,,,,,27.931364059448242,,
25,701,,,,,,1234.8348388671875,25.0059871673584
25,701,,,1751.8153076171875,30.236305236816406,,,
26,728,,,,,,1230.8792724609375,24.864120483398438
26,728,,,1756.48876953125,30.237337112426758,,,
27,749,,,,,28.63079071044922,,
27,755,,,,,,1231.110595703125,24.780414581298828
27,755,,,1838.7833251953125,30.653982162475586,,,
28,782,,,,,,1235.1168212890625,24.810943603515625
28,782,,,1817.3221435546875,30.868764877319336,,,
29,799,,,,,29.912221908569336,,
29,809,,,,,,1236.97412109375,24.788909912109375
29,809,,,1920.813232421875,31.38277816772461,,,
30,836,,,,,,1232.3624267578125,24.801055908203125
30,836,,,1825.6671142578125,30.744142532348633,,,
31,849,,,,,35.207176208496094,,
31,863,,,,,,1233.6351318359375,24.844402313232422
31,863,,,1827.59765625,30.770000457763672,,,
32,890,,,,,,1233.14208984375,24.804641723632812
32,890,,,1789.822998046875,30.30451011657715,,,
33,899,,,,,29.839439392089844,,
33,917,,,,,,1235.681884765625,24.765148162841797
33,917,,,1741.354736328125,30.20128059387207,,,
34,944,,,,,,1232.1962890625,24.7576847076416
34,944,,,1854.392333984375,30.611328125,,,
35,949,,,,,33.862518310546875,,
35,971,,,,,,1230.49755859375,24.749998092651367
35,971,,,1757.71044921875,30.385568618774414,,,
36,998,,,,,,1231.6796875,24.801977157592773
36,998,,,1851.9847412109375,30.831541061401367,,,
37,999,,,,,26.551551818847656,,
37,1025,,,,,,1230.8092041015625,24.773971557617188
37,1025,,,1770.84033203125,29.963783264160156,,,
38,1049,,,,,28.358827590942383,,
38,1052,,,,,,1226.3056640625,24.793354034423828
38,1052,,,1712.76416015625,29.45329475402832,,,
39,1079,,,,,,1230.0819091796875,24.792964935302734
39,1079,,,1838.65576171875,30.66678810119629,,,
40,1099,,,,,27.472381591796875,,
40,1106,,,,,,1223.8897705078125,24.676069259643555
40,1106,,,1840.0924072265625,30.981334686279297,,,
41,1133,,,,,,1223.55224609375,24.694543838500977
41,1133,,,1689.68359375,29.780399322509766,,,
42,1149,,,,,28.460126876831055,,
42,1160,,,,,,1226.25927734375,24.80401611328125
42,1160,,,1725.629638671875,29.949251174926758,,,
43,1187,,,,,,1227.670654296875,24.761404037475586
43,1187,,,1729.356201171875,30.033857345581055,,,
44,1199,,,,,29.490041732788086,,
44,1214,,,,,,1228.72705078125,24.77901268005371
44,1214,,,1792.4825439453125,30.34979248046875,,,
45,1241,,,,,,1231.56640625,24.849193572998047
45,1241,,,1769.1585693359375,30.00006103515625,,,
46,1249,,,,,29.624643325805664,,
46,1268,,,,,,1234.6146240234375,24.80623435974121
46,1268,,,1792.1124267578125,30.442354202270508,,,
47,1295,,,,,,1226.395751953125,24.744089126586914
47,1295,,,1724.9820556640625,30.10048484802246,,,
48,1299,,,,,30.70697021484375,,
48,1322,,,,,,1227.2935791015625,24.91313362121582
48,1322,,,1710.66552734375,29.63688087463379,,,
49,1349,,,,,40.2001953125,,
49,1349,,,,,,1229.0224609375,24.809232711791992
49,1349,,,1771.2659912109375,30.323091506958008,,,
50,1376,,,,,,1228.708251953125,24.834911346435547
50,1376,,,1794.36083984375,30.364171981811523,,,
51,1399,,,,,29.991670608520508,,
51,1403,,,,,,1234.9093017578125,24.94935417175293
51,1403,,,1779.314697265625,30.373445510864258,,,
52,1430,,,,,,1230.943115234375,24.738176345825195
52,1430,,,1761.4884033203125,29.970272064208984,,,
53,1449,,,,,32.3468017578125,,
53,1457,,,,,,1231.995849609375,24.826461791992188
53,1457,,,1756.435302734375,30.0316219329834,,,
54,1484,,,,,,1228.4241943359375,24.797075271606445
54,1484,,,1729.29638671875,30.178970336914062,,,
55,1499,,,,,31.393169403076172,,
55,1511,,,,,,1233.2135009765625,24.815696716308594
55,1511,,,1872.8126220703125,31.033992767333984,,,
56,1538,,,,,,1236.6365966796875,24.807308197021484
56,1538,,,1721.968017578125,30.084800720214844,,,
57,1549,,,,,30.30895233154297,,
57,1565,,,,,,1235.1361083984375,24.817407608032227
57,1565,,,1821.8472900390625,30.21367835998535,,,
58,1592,,,,,,1230.994384765625,24.83786392211914
58,1592,,,1748.1092529296875,29.8333797454834,,,
59,1599,,,,,29.591665267944336,,
59,1619,,,,,,1229.4202880859375,24.820541381835938
59,1619,,,1751.1190185546875,30.332773208618164,,,
60,1646,,,,,,1234.173095703125,24.856334686279297
60,1646,,,1734.7423095703125,30.08058738708496,,,
61,1649,,,,,27.958234786987305,,
61,1673,,,,,,1232.6595458984375,24.788177490234375
61,1673,,,1778.0421142578125,30.15768051147461,,,
62,1699,,,,,32.552635192871094,,
62,1700,,,,,,1236.3023681640625,24.79561424255371
62,1700,,,1815.65576171875,30.710180282592773,,,
63,1727,,,,,,1236.267578125,24.953956604003906
63,1727,,,1786.9984130859375,30.378482818603516,,,
64,1749,,,,,30.774269104003906,,
64,1754,,,,,,1232.7913818359375,24.709836959838867
64,1754,,,1779.00146484375,30.24228858947754,,,
65,1781,,,,,,1224.405517578125,24.69388198852539
65,1781,,,1734.0235595703125,30.094324111938477,,,
66,1799,,,,,30.84210205078125,,
66,1808,,,,,,1224.5748291015625,24.796001434326172
66,1808,,,1792.0281982421875,30.49073028564453,,,
67,1835,,,,,,1226.484375,24.708532333374023
67,1835,,,1788.40771484375,30.540569305419922,,,
68,1849,,,,,28.650436401367188,,
68,1862,,,,,,1233.5645751953125,24.720821380615234
68,1862,,,1856.11962890625,30.7785587310791,,,
69,1889,,,,,,1232.607666015625,24.86857032775879
69,1889,,,1747.90771484375,29.76537322998047,,,
70,1899,,,,,27.011180877685547,,
70,1916,,,,,,1231.01904296875,24.84126853942871
70,1916,,,1769.154052734375,30.05409049987793,,,
71,1943,,,,,,1234.61181640625,24.927032470703125
71,1943,,,1807.1265869140625,30.612728118896484,,,
72,1949,,,,,32.83771514892578,,
72,1970,,,,,,1238.03466796875,24.842763900756836
72,1970,,,1797.1883544921875,30.337663650512695,,,
73,1997,,,,,,1235.783447265625,25.021657943725586
73,1997,,,1700.78076171875,30.06627655029297,,,
74,1999,,,,,28.493261337280273,,
74,2024,,,,,,1231.9881591796875,24.94767189025879
74,2024,,,1698.9744873046875,29.880155563354492,,,
75,2049,,,,,22.24842071533203,,
75,2051,,,,,,1234.1717529296875,24.93442153930664
75,2051,,,1693.4793701171875,29.65446662902832,,,
76,2078,,,,,,1231.1707763671875,24.81194305419922
76,2078,,,1712.2213134765625,29.955406188964844,,,
77,2099,,,,,35.50682830810547,,
77,2105,,,,,,1227.615234375,24.72475242614746
77,2105,,,1690.3759765625,29.810884475708008,,,
78,2132,,,,,,1234.273681640625,24.822635650634766
78,2132,,,1810.7442626953125,30.84965705871582,,,
79,2149,,,,,29.20819854736328,,
79,2159,,,,,,1230.7894287109375,24.82105255126953
79,2159,,,1765.002197265625,30.110212326049805,,,
80,2186,,,,,,1234.0040283203125,24.82017707824707
80,2186,,,1709.620849609375,29.07496452331543,,,
81,2199,,,,,25.9765625,,
81,2213,,,,,,1228.357666015625,24.779512405395508
81,2213,,,1730.664794921875,29.680418014526367,,,
82,2240,,,,,,1228.9586181640625,24.87774658203125
82,2240,,,1702.316650390625,29.40570068359375,,,
83,2249,,,,,27.808902740478516,,
83,2267,,,,,,1231.766845703125,24.854736328125
83,2267,,,1713.9537353515625,29.388578414916992,,,
84,2294,,,,,,1238.950439453125,24.952821731567383
84,2294,,,1823.607177734375,30.432544708251953,,,
85,2299,,,,,34.1358528137207,,
85,2321,,,,,,1225.4681396484375,24.708921432495117
85,2321,,,1804.252685546875,30.246387481689453,,,
86,2348,,,,,,1223.061279296875,24.71571159362793
86,2348,,,1686.3033447265625,29.302074432373047,,,
87,2349,,,,,33.12007522583008,,
87,2375,,,,,,1224.2388916015625,24.74451446533203
87,2375,,,1756.0865478515625,29.949161529541016,,,
88,2399,,,,,29.83780288696289,,
88,2402,,,,,,1229.21435546875,24.773704528808594
88,2402,,,1765.607421875,30.094820022583008,,,
89,2429,,,,,,1231.603271484375,24.872331619262695
89,2429,,,1745.898681640625,29.992937088012695,,,
90,2449,,,,,32.008480072021484,,
90,2456,,,,,,1233.023193359375,24.913408279418945
90,2456,,,1749.01171875,29.88298225402832,,,
91,2483,,,,,,1232.3497314453125,24.962841033935547
91,2483,,,1681.7994384765625,29.115474700927734,,,
92,2499,,,,,34.21896743774414,,
92,2510,,,,,,1229.397216796875,24.713178634643555
92,2510,,,1798.804931640625,30.17884063720703,,,
93,2537,,,,,,1225.36865234375,24.816879272460938
93,2537,,,1755.267822265625,29.751510620117188,,,
94,2549,,,,,31.96350860595703,,
94,2564,,,,,,1228.2459716796875,24.80580711364746
94,2564,,,1757.6719970703125,30.195167541503906,,,
95,2591,,,,,,1229.9761962890625,24.8218994140625
95,2591,,,1771.8828125,29.965600967407227,,,
96,2599,,,,,29.77093505859375,,
96,2618,,,,,,1234.3927001953125,24.988632202148438
96,2618,,,1769.8819580078125,30.47709846496582,,,
97,2645,,,,,,1236.4598388671875,24.732894897460938
97,2645,,,1801.464111328125,30.548892974853516,,,
98,2649,,,,,31.78782081604004,,
98,2672,,,,,,1231.8118896484375,24.894548416137695
98,2672,,,1731.906982421875,29.59832000732422,,,
99,2699,,,,,27.365015029907227,,
99,2699,,,,,,1230.8826904296875,24.79296112060547
99,2699,,,1717.568115234375,29.58451271057129,,,
100,2700,1259726080.0,35492.51953125,,,,,
